"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
32.028,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,17.3,13.4,0.0,51.8,0.0,0.0,0.0,47.3,96.3,8.4,0.0,0.0,3.9,0.0,37.9,0.0,0.0,0.0,0.0,0.0,27.3,0.0,10.6,0.0,0.0,0.0,0.0,3.9,0.0,0.0
32.028,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,1,1,0,1,0,1,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
32.028,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.066,0.446,0.466,0.000,0.945,0.000,0.033,0.000,0.033,0.644,0.300,0.000,0.000,0.977,0.000,0.976,0.000,0.000,0.000,0.000,0.000,0.976,0.000,0.975,0.000,0.000,0.000,0.000,0.975,0.000,0.000
33.029,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,30.6,0.0,0.0,23.9,0.0,8.4,0.0,0.0,36.2,0.0,0.0,0.0,3.9,0.0,40.6,0.0,0.0,0.0,0.0,0.0,57.4,0.0,39.5,0.0,0.0,5.0,0.0,3.9,0.0,0.0
33.029,2.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
33.029,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.553,0.000,0.446,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.956,0.000,0.000,0.043,0.000,1.000,0.000,0.000
34.030,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,21.2,0.0,0.0,0.0,54.0,7.2,0.0,14.5,31.2,9.5,0.0,0.0,0.0,0.0,3.9,42.3,0.0,10.0,0.0,0.0,13.9,0.0,0.0,0.0,44.5,13.4,0.0,3.9,0.0,0.0
34.030,3.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
34.030,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,0.947,0.052,0.000,0.213,0.553,0.233,0.000,0.000,1.000,0.000,0.087,0.645,0.000,0.266,0.000,0.000,1.000,0.000,0.000,0.000,0.844,0.155,0.000,1.000,0.000,0.000
35.031,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,32.9,0.0,0.0,0.0,13.4,0.0,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0
35.031,4.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35.031,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
36.032,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,34.0,0.0,0.0,0.0,42.9,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,35.6,5.0,18.9,53.5,0.0,11.1,5.0,0.0,36.2,0.0,0.0
36.032,5.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
36.032,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.613,0.086,0.300,0.879,0.000,0.053,0.066,0.000,1.000,0.000,0.000
37.033,6.000,"TOTAL_DISTANCE_IN_ZONE",30.6,0.0,10.0,14.5,0.0,0.0,22.3,0.0,0.0,31.7,0.0,0.0,0.0,0.0,3.9,0.0,0.0,41.8,0.0,0.0,0.0,32.9,0.0,0.0,32.3,0.0,0.0,0.0,0.0,16.1,0.0,0.0
37.033,6.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
37.033,6.000,"TOTAL_TIME_SPENT_IN_ZONE",0.617,0.000,0.149,0.233,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
38.034,7.000,"TOTAL_DISTANCE_IN_ZONE",25.6,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,71.8,85.2,0.0,0.0,39.0,13.9,0.0,11.1,22.8,0.0,20.0,11.1,0.0,42.9,0.0,17.8
38.034,7.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,0,1,1,0,1,1,1,2,0,2
38.034,7.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.033,0.966,0.000,0.000,0.715,0.184,0.000,0.099,0.651,0.000,0.215,0.133,0.099,0.633,0.000,0.266
39.035,8.000,"TOTAL_DISTANCE_IN_ZONE",4.5,34.0,0.0,10.6,0.0,19.5,26.2,7.8,39.5,36.7,0.0,8.4,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,45.7,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,29.0,0.0,0.0
39.035,8.000,"TOTAL_ENTRIES_IN_ZONE",1,1,0,1,0,1,2,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
39.035,8.000,"TOTAL_TIME_SPENT_IN_ZONE",0.113,0.619,0.000,0.266,0.000,0.333,0.533,0.133,0.585,0.281,0.000,0.133,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
40.036,9.000,"TOTAL_DISTANCE_IN_ZONE",0.0,21.2,0.0,0.0,0.0,0.0,27.8,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,32.3,39.0,0.0,9.5,0.0,0.0,43.4,0.0,0.0,10.0,0.0,0.0
40.036,9.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40.036,9.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.382,0.551,0.000,0.066,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
41.037,10.000,"TOTAL_DISTANCE_IN_ZONE",0.0,17.8,0.0,0.0,0.0,0.0,21.7,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,34.0,0.0,0.0,0.0,49.0,13.4,11.1,0.0,0.0,0.0,0.0
41.037,10.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
