"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.980,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,3.9,0.0,0.0,0.0,35.1,0.0,0.0,0.0,8.9,0.0,10.6,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,16.7,0.0,23.9,0.0,0.0,0.0
31.980,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
31.980,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.980,0.000,0.000,0.000,0.979,0.000,0.000,0.199,0.512,0.000,0.266,0.000,0.000,0.978,0.000,0.000,0.000,0.977,0.000,0.977,0.000,0.000,0.000,0.000,0.000,0.976,0.000,0.976,0.000,0.000,0.000
32.981,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.8,0.0,0.0,0.0,26.2,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,17.8,16.7,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,21.2,0.0,12.2,0.0,0.0,0.0
32.981,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
32.981,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.520,0.479,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
33.982,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,21.2,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.2,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,36.7,15.6,0.0,0.0,28.4,0.0,3.9,0.0,0.0,0.0
33.982,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
33.982,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.880,0.000,0.119,0.000,0.000,1.000,0.000,0.054,0.000,0.612,0.333,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
34.982,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.8,0.0,0.0,0.0,44.0,0.0,0.0,0.0,47.3,0.0,4.5,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0
34.983,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
34.983,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.718,0.000,0.281,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
35.984,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.2,0.0,9.5,0.0,28.4,0.0,0.0,0.0,0.0,18.4,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,27.8,0.0,45.7,0.0,0.0,0.0
35.984,5.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
35.984,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.420,0.000,0.579,0.000,1.000,0.000,0.000,0.000,0.000,0.916,0.083,0.000,0.951,0.000,0.049,0.000,0.000,1.000,0.000,0.000,0.000,0.952,0.047,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
