"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.815,1.000,"TOTAL_DISTANCE_IN_ZONE",3.9,0.0,5.0,17.3,0.0,0.0,45.1,9.5,0.0,0.0,26.7,3.9,0.0,0.0,32.3,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.815,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31.815,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.213,0.000,0.200,0.566,0.000,0.000,0.766,0.212,0.000,0.000,0.878,0.099,0.000,0.000,0.978,0.000,0.000,0.977,0.000,0.000,0.977,0.000,0.000,0.000,0.976,0.000,0.000,0.000,0.000,0.976,0.000,0.000
32.816,2.000,"TOTAL_DISTANCE_IN_ZONE",18.4,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,29.5,0.0,0.0,20.0,7.8,14.5,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.816,2.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
32.816,2.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.913,0.000,0.086,0.000,0.000,1.000,0.000,0.000,0.446,0.153,0.400,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33.817,3.000,"TOTAL_DISTANCE_IN_ZONE",22.3,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,23.9,0.0,0.0,31.7,0.0,0.0,0.0,20.6,0.0,0.0,105.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.817,3.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
33.817,3.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
34.818,4.000,"TOTAL_DISTANCE_IN_ZONE",19.5,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,43.4,0.0,5.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.818,4.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,0,0,0,3,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
34.818,4.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.700,0.299,0.000,0.885,0.000,0.115,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
35.819,5.000,"TOTAL_DISTANCE_IN_ZONE",29.0,0.0,6.7,15.6,0.0,15.0,21.7,3.9,0.0,0.0,26.7,0.0,0.0,0.0,35.6,13.4,0.0,21.2,0.0,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
35.819,5.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
35.819,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.515,0.000,0.084,0.399,0.000,0.449,0.483,0.066,0.000,0.000,1.000,0.000,0.000,0.000,0.782,0.217,0.000,0.617,0.000,0.382,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
36.820,6.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,31.7,0.0,0.0,0.0,26.7,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,7.8,5.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,7.8,0.0,0.0
