"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
32.872,1.000,"TOTAL_DISTANCE_IN_ZONE",25.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,23.9,7.8
32.872,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
32.872,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.979,0.000,0.000,0.000,0.000,0.000,0.979,0.000,0.966,0.000,0.000,0.012,0.000,0.000,0.978,0.000,0.000,0.978,0.000,0.000,0.000,0.000,0.977,0.000,0.000,0.000,0.866,0.110,0.000,0.000,0.643,0.333
33.872,2.000,"TOTAL_DISTANCE_IN_ZONE",8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13.9,0.0,0.0,5.0,0.0,0.0,14.5,31.7,12.8,0.0,0.0,0.0,0.0,35.0,0.0,0.0,13.3,13.3,0.0,23.9,8.3
33.873,2.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
33.873,2.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.713,0.286,0.000,0.000,1.000,0.000,0.000,0.321,0.445,0.233,0.000,0.000,1.000,0.000,0.744,0.000,0.000,0.255,0.177,0.000,0.422,0.399
34.873,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,49.5,0.0,0.0,0.0,28.9,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,32.8,0.0,0.0,0.0
34.874,3.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
34.874,3.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.985,0.014,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
35.875,4.000,"TOTAL_DISTANCE_IN_ZONE",39.5,0.0,0.0,5.0,0.0,0.0,27.2,0.0,45.6,0.0,0.0,9.5,0.0,0.0,12.2,0.0,0.0,0.0,46.1,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,8.9,0.0,0.0,0.0
35.875,4.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
35.875,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.850,0.000,0.000,0.149,0.000,0.000,1.000,0.000,0.815,0.000,0.000,0.184,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
36.876,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,47.8,8.9,0.0,0.0,3.9,0.0,3.9,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,4.4,20.0,0.0,0.0,0.0
36.876,5.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
36.876,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,0.817,0.182,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.685,0.000,0.000,0.314,1.000,0.000,0.000,0.000
37.876,6.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,8.9,0.0,0.0,0.0,3.9,0.0,4.4,0.0,0.0,0.0,0.0,21.7,12.8,4.4,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,9.5,26.7,0.0,0.0,0.0
37.877,6.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
37.877,6.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.617,0.282,0.099,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.582,0.000,0.417,1.000,0.000,0.000,0.000
38.877,7.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,36.1,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,7.8,0.0,0.0,0.0
38.878,7.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
38.878,7.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000
39.878,8.000,"TOTAL_DISTANCE_IN_ZONE",26.1,0.0,15.0,13.3,0.0,0.0,4.4,0.0,22.8,0.0,0.0,0.0,0.0,35.6,0.0,0.0,18.9,0.0,23.9,14.5,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,4.4,0.0,0.0,0.0
39.878,8.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
39.879,8.000,"TOTAL_TIME_SPENT_IN_ZONE",0.453,0.000,0.246,0.299,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.285,0.000,0.448,0.266,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000
40.879,9.000,"TOTAL_DISTANCE_IN_ZONE",18.3,0.0,0.0,0.0,0.0,0.0,4.4,0.0,13.3,0.0,0.0,0.0,0.0,8.3,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,4.4,0.0,0.0,0.0,0.0
40.879,9.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
40.880,9.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.747,0.000,0.252,1.000,0.000,0.000,0.000
41.880,10.000,"TOTAL_DISTANCE_IN_ZONE",8.9,0.0,0.0,0.0,0.0,0.0,16.7,0.0,35.6,0.0,3.9,8.9,0.0,12.8,0.0,0.0,41.1,0.0,0.0,5.6,0.0,0.0,0.0,0.0,33.9,0.0,0.0,8.9,21.7,0.0,0.0,0.0
41.880,10.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
41.881,10.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.678,0.000,0.121,0.199,0.000,1.000,0.000,0.000,0.946,0.000,0.000,0.054,0.000,0.000,1.000,0.000,0.886,0.000,0.000,0.113,1.000,0.000,0.000,0.000
42.881,11.000,"TOTAL_DISTANCE_IN_ZONE",27.8,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,36.1,0.0,0.0,14.5,0.0,0.0,0.0,0.0,46.1,4.4,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.881,11.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
42.881,11.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.921,0.078,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
43.882,12.000,"TOTAL_DISTANCE_IN_ZONE",23.4,10.6,0.0,17.8,0.0,0.0,3.9,0.0,0.0,0.0,14.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,4.4,0.0,0.0,0.0
43.882,12.000,"TOTAL_ENTRIES_IN_ZONE",1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
43.882,12.000,"TOTAL_TIME_SPENT_IN_ZONE",0.475,0.158,0.000,0.366,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
44.883,13.000,"TOTAL_DISTANCE_IN_ZONE",0.0,36.1,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,25.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,7.8,0.0,0.0,0.0
44.883,13.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
44.883,13.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
45.884,14.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,37.8,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.884,14.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
45.885,14.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
46.886,15.000,"TOTAL_DISTANCE_IN_ZONE",0.0,23.4,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,17.8,0.0,0.0,17.8,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.886,15.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
46.886,15.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
47.894,16.000,"TOTAL_DISTANCE_IN_ZONE",0.0,8.3,0.0,0.0,30.6,0.0,8.9,4.4,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,0.0,32.2,0.0,0.0,0.0
47.894,16.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
47.894,16.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.007,0.000,0.000,0.703,0.000,0.204,0.099,0.000,0.000,1.007,0.000,0.000,1.007,0.000,0.000,0.000,0.000,1.007,0.000,0.000,0.000,1.007,0.000,1.007,0.000,0.000,0.000,1.007,0.000,0.000,0.000
48.895,17.000,"TOTAL_DISTANCE_IN_ZONE",0.0,10.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.0,3.9,0.0,0.0,0.0,0.0,36.7,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,17.2,4.4,0.0,8.3
48.895,17.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
48.895,17.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.532,0.134,0.000,0.333
49.896,18.000,"TOTAL_DISTANCE_IN_ZONE",0.0,43.4,0.0,11.1,3.9,0.0,0.0,0.0,0.0,40.0,6.1,10.0,0.0,33.4,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,37.2,0.0,0.0
