"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
32.950,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.2,0.0,0.0,0.0,0.0,51.1,0.0,25.0,7.8,0.0,12.2,9.5,31.1,0.0,16.1,18.3,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0
32.950,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32.950,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.979,0.000,0.000,0.000,0.000,0.979,0.000,0.433,0.112,0.000,0.433,0.266,0.445,0.000,0.266,0.977,0.000,0.000,0.000,0.000,0.977,0.000,0.000,0.000,0.976,0.000,0.000,0.000,0.000,0.976,0.000
33.951,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,21.7,0.0,0.0,0.0,43.4,0.0,14.5,0.0,33.4,0.0,0.0,0.0,18.9,0.0,0.0,12.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,3.9,0.0
33.951,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
33.951,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.847,0.019,0.133,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
34.952,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,8.9,0.0,0.0,0.0,27.2,0.0,0.0,0.0,42.8,0.0,0.0,0.0,37.2,17.2,12.2,33.9,0.0,0.0,0.0,0.0,13.9,22.2,8.9,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0
34.952,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
34.952,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.586,0.180,0.233,1.000,0.000,0.000,0.000,0.000,0.320,0.412,0.266,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
35.953,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,18.3,0.0,0.0,0.0,18.3,0.0,0.0,34.5,3.9,0.0,13.3,0.0,0.0,28.4,0.0,45.6,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0
35.953,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
35.953,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.581,0.085,0.000,0.333,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
36.954,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,7.8,0.0,0.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,7.8,0.0,38.9,0.0,0.0,0.0,0.0,0.0,42.3,5.6,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0
36.954,5.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
36.954,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.015,0.818,0.166,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
37.955,6.000,"TOTAL_DISTANCE_IN_ZONE",0.0,7.8,0.0,0.0,0.0,50.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,43.4,10.0,21.7,0.0,0.0,0.0,0.0,47.8,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
37.955,6.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37.955,6.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.683,0.316,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
38.956,7.000,"TOTAL_DISTANCE_IN_ZONE",0.0,18.9,0.0,0.0,42.8,3.9,0.0,12.8,3.9,0.0,0.0,0.0,37.8,0.0,0.0,8.3,28.4,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0
38.956,7.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
38.956,7.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.818,0.048,0.000,0.133,1.000,0.000,0.000,0.000,0.784,0.000,0.000,0.215,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
39.957,8.000,"TOTAL_DISTANCE_IN_ZONE",0.0,35.0,0.0,0.0,23.9,0.0,0.0,0.0,29.5,0.0,0.0,0.0,33.4,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,3.9,0.0
39.957,8.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
